Group,Time,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100
DRUG,289.5,1316.22,1041.32,1172.31,1206.43,925.63,1286.15,829.39,863.24,936.25,1172.92,933.65,1034.22,1397.54,823.03,993.48,930.67,1095.28,973.56,956.96,964.97,1110.71,1030.0,1126.73,1178.33,832.21,943.39,1298.44,1257.23,1563.56,862.0,948.61,909.78,1201.02,1402.32,1008.92,1146.53,982.19,1073.64,1149.78,1084.41,919.0,999.93,1063.94,1121.02,833.24,992.21,885.29,1035.65,1188.82,1037.28,858.59,1018.87,1162.2,923.09,1270.72,1066.78,1166.08,1256.11,822.4,1045.83,1097.06,801.49,941.67,962.97,1045.96,1179.26,832.53,789.31,1060.38,1069.26,1026.14,953.87,1046.86,1236.86,1256.31,895.5,815.23,825.07,947.14,1067.84,1116.9,940.9,1168.53,1219.22,1101.23,968.41,938.2,934.27,928.73,972.1,1065.16,992.55,1299.86,1049.22,907.71,1003.48,1050.58,892.38,1004.95,1019.12
DRUG,289.6,1201.66,1046.0,1172.0,1217.33,937.72,1301.49,818.36,907.04,946.8,1166.95,958.8,998.46,1328.4,856.0,1024.3,900.4,1067.48,955.97,957.33,941.27,1123.15,1044.53,1109.5,1199.82,835.07,961.16,1240.89,1218.12,1651.34,834.89,957.38,861.25,1173.18,1365.56,1011.36,1131.29,982.33,1020.56,1085.6,1140.06,896.22,969.69,1071.0,1128.09,884.5,982.5,907.77,1043.44,1187.09,1011.46,916.29,1029.28,1130.06,906.02,1273.43,1037.4,1159.8,1209.13,818.23,996.95,1137.63,818.94,936.63,973.62,1039.49,1220.66,824.02,791.55,1048.42,1050.77,1037.53,970.03,1069.59,1213.94,1207.69,909.19,832.61,807.14,996.09,1059.05,1126.84,898.58,1181.56,1180.69,1094.01,938.26,916.51,953.22,973.39,965.45,1053.03,984.08,1258.73,1074.81,908.89,988.8,1022.41,883.66,996.91,1003.54
DRUG,289.7,1206.22,1019.96,1132.78,1258.28,974.1,1231.81,1125.59,891.42,941.22,1199.95,991.24,1008.33,1301.99,857.65,1015.08,878.02,1091.65,999.74,935.72,930.44,1117.67,1029.66,1103.95,1206.25,848.92,945.43,1162.19,1252.33,1620.03,827.42,953.58,886.79,1181.22,1353.3,1060.59,1104.69,978.64,997.07,1135.91,1160.2,935.71,936.85,1050.47,1083.69,860.8,938.58,881.54,1081.77,1213.97,1021.52,915.37,1041.33,1145.77,923.63,1238.36,1004.54,1133.53,1206.95,796.38,1051.04,1136.66,811.7,952.24,1001.67,1300.6,1208.25,820.62,812.59,1021.23,1032.73,1017.22,954.98,1076.94,1155.0,1236.19,906.28,837.92,821.07,952.68,1085.54,1140.8,898.44,1177.8,1243.18,1090.01,986.28,955.85,929.47,902.23,1016.42,1010.6,978.85,1232.77,1021.38,901.57,974.31,1076.06,935.65,997.91,1008.67
DRUG,289.8,1193.74,1069.25,1171.78,1216.08,933.25,1231.45,1216.56,883.7,950.7,1172.92,990.24,1013.65,1252.13,837.21,1038.82,927.06,1077.75,958.78,981.51,942.44,1153.82,1066.0,1116.42,1217.33,841.52,944.07,1175.15,1292.98,1583.55,866.52,974.36,899.19,1173.67,1282.38,1262.99,1116.83,987.75,1007.09,1121.43,1105.82,924.47,934.03,1062.11,1089.35,845.06,962.27,846.48,1061.07,1172.18,1042.54,896.75,1021.66,1118.62,947.35,1223.75,1069.2,1124.35,1236.6,834.68,1067.92,1074.36,827.48,934.51,965.94,1385.79,1182.06,825.84,777.01,1049.32,1034.88,1032.45,949.53,1052.52,1163.46,1301.24,923.94,839.14,808.4,956.79,1047.14,1117.1,904.57,1226.91,1203.54,1445.85,966.18,941.73,930.96,942.87,1014.46,1087.62,991.84,1222.75,1082.87,888.34,995.52,1050.5,911.79,1016.48,1011.15
DRUG,289.9,1158.58,1014.51,1129.45,1277.05,952.24,1202.42,1215.89,910.21,963.46,1175.43,960.07,1012.02,1286.6,833.13,992.51,908.67,1074.66,957.97,937.34,963.5,1078.04,1061.14,1110.97,1267.5,824.33,951.19,1181.87,1227.49,1533.44,854.78,975.02,870.89,1149.75,1269.69,1336.0,1143.55,1010.18,952.26,1121.02,1102.85,904.09,967.61,1006.05,1144.75,832.37,936.17,870.95,1054.25,1177.22,999.0,874.0,1045.45,1128.11,899.31,1215.25,1070.26,1095.9,1223.18,811.28,1030.73,1086.58,807.78,952.23,949.92,1380.93,1172.78,829.07,772.59,1007.11,1018.62,1017.75,950.52,1052.8,1129.98,1265.62,897.09,815.95,796.1,945.03,1102.62,1123.64,906.12,1188.45,1238.43,1503.56,933.17,965.66,936.1,917.61,960.95,1114.72,1019.12,1229.3,1051.9,900.89,971.41,1068.52,927.9,1009.56,998.31
DRUG,290.0,1176.63,1069.79,1152.02,1233.36,935.74,1190.02,1180.36,896.73,923.78,1151.81,960.86,974.27,1204.89,875.35,1005.14,923.14,1081.11,976.73,939.94,939.51,1117.48,1039.97,1117.26,1172.71,821.15,977.68,1148.35,1210.62,1487.07,850.47,1009.94,902.94,1151.29,1276.13,1343.74,1103.24,1002.43,959.7,1093.2,1150.42,924.62,956.73,1010.06,1124.96,826.48,1003.46,898.38,1044.39,1140.71,1001.74,918.2,1030.74,1129.93,890.35,1214.64,1000.11,1098.19,1179.5,817.23,1004.48,1035.12,827.04,921.64,954.34,1322.54,1211.99,822.13,723.44,1005.83,1032.12,984.08,966.16,1062.09,1107.66,1230.05,901.09,804.99,817.77,954.93,1062.46,1088.08,925.63,1193.79,1206.39,1491.45,1009.29,935.08,940.52,929.3,979.18,1062.57,977.7,1182.9,1072.0,903.18,972.92,1035.9,889.75,973.38,1054.76
DRUG,290.1,1132.99,1030.15,1127.51,1261.11,911.16,1219.47,1099.94,907.79,940.57,1157.0,949.2,948.62,1231.31,841.08,1050.86,890.28,1062.48,995.11,961.13,909.4,1138.19,1007.51,1153.5,1222.67,836.07,954.54,1119.41,1253.2,1439.51,849.34,963.15,880.09,1069.7,1284.95,1267.95,1121.52,996.19,922.94,1132.58,1079.23,879.67,903.13,1011.33,1093.53,823.01,948.86,897.51,1044.77,1152.24,1010.7,912.2,1002.55,1087.27,903.64,1242.45,1027.54,1088.71,1203.21,802.69,1008.82,1047.25,832.99,931.06,948.06,1237.9,1218.29,837.99,738.62,998.81,1047.83,990.24,963.79,1044.26,1096.98,1698.51,917.87,837.5,809.22,956.57,1043.43,1117.73,886.6,1229.93,1253.51,1484.71,965.39,930.91,941.94,928.98,957.45,1090.08,1299.1,1198.14,1069.67,887.5,1004.58,1028.73,910.43,998.81,1021.56
DRUG,290.2,1160.11,989.8,1132.44,1296.52,959.84,1178.28,1112.22,886.79,1174.88,1154.41,924.78,941.8,1167.82,818.86,1032.98,888.45,1067.86,946.97,956.46,936.56,1111.73,1037.55,1081.21,1217.78,816.68,962.37,1114.04,1191.86,1440.17,870.89,921.08,874.65,1128.5,1256.29,1286.98,1110.26,974.18,939.89,1110.07,1126.02,899.61,950.79,1028.83,1106.03,822.86,985.48,882.84,1044.54,1217.28,1012.99,916.01,1031.4,1132.19,945.8,1240.86,1031.67,1062.48,1152.82,851.48,980.08,1012.03,815.4,910.6,917.01,1256.89,1171.59,859.06,752.54,990.12,1016.06,1017.35,993.71,1046.91,1079.35,1815.57,872.58,798.3,792.54,1000.24,1060.8,1097.47,918.09,1180.39,1179.55,1450.59,947.18,917.43,934.31,937.37,964.81,1065.45,1318.15,1179.61,1060.41,900.06,946.03,1027.12,924.37,981.22,998.93
DRUG,290.3,1129.39,1042.62,1133.65,1253.13,922.52,1129.89,1043.83,903.32,1218.68,1121.15,963.18,963.66,1117.14,843.78,1043.48,906.61,1114.74,983.88,955.56,927.4,1123.91,1024.45,1073.46,1236.23,847.04,924.57,1092.76,1273.87,1701.31,848.76,984.83,885.67,1134.14,1231.28,1259.48,1088.43,1008.86,936.04,1149.36,1105.01,918.25,910.97,1028.99,1390.72,806.08,974.0,876.92,1030.46,1187.74,954.65,947.91,991.21,1113.06,917.7,1227.72,1057.91,1076.93,1177.81,798.94,1010.76,959.41,832.13,875.69,939.72,1237.46,1194.09,811.03,703.26,985.71,1031.57,991.47,961.39,1024.81,1062.72,1829.34,880.21,832.06,810.42,970.58,1056.59,1103.03,904.11,1204.22,1211.02,1384.52,968.61,965.81,934.03,935.12,946.39,1069.63,1286.03,1173.6,1036.41,903.86,953.06,1043.54,894.93,981.74,1048.89
DRUG,290.4,1111.87,1035.37,1129.91,1273.94,938.65,1139.07,1009.27,888.44,1213.97,1107.73,969.93,937.53,1128.62,840.72,1016.93,848.7,1088.92,990.73,935.43,933.8,1079.21,1033.93,1115.97,1160.28,848.07,926.9,1069.44,1249.12,1673.06,837.03,977.78,886.82,1122.97,1195.21,1248.62,1091.21,996.62,912.11,1175.34,1089.17,905.96,947.54,1085.09,1395.95,840.1,933.31,877.11,996.57,1146.53,1025.33,934.03,991.69,1130.19,895.74,1216.83,1057.13,1083.61,1173.22,811.36,1032.65,967.75,827.19,907.3,943.91,1196.24,1160.66,830.01,693.42,956.05,1028.4,973.78,972.32,1005.4,1041.3,1818.42,896.56,772.98,790.25,935.69,1050.16,1138.9,919.17,1253.63,1198.83,1394.27,960.31,937.18,903.94,896.17,951.07,1061.18,1242.3,1206.96,1099.5,858.54,973.23,1080.29,919.98,981.21,1039.1
DRUG,290.5,1093.41,1019.54,1123.86,1244.22,947.73,1175.22,1042.04,886.08,1209.94,1126.35,981.92,936.02,1144.1,822.52,985.47,899.91,1074.58,1025.66,971.82,958.31,1141.55,1018.19,1091.5,1176.35,827.41,930.25,1101.48,1262.95,1669.89,837.18,989.53,842.98,1082.37,1175.81,1199.99,1097.33,988.88,912.99,1137.42,1091.35,884.22,900.5,1065.78,1445.87,808.44,957.96,854.67,1023.69,1189.37,1001.93,878.67,1030.73,1133.97,930.08,1230.73,996.24,1059.59,1171.51,817.66,994.76,959.62,834.58,927.97,957.65,1527.0,1177.57,799.76,697.67,1014.63,1038.83,978.46,983.94,1023.77,1066.45,1704.05,905.16,825.46,812.49,946.68,1062.52,1094.04,902.89,1216.65,1203.33,1324.32,930.21,941.53,924.99,881.89,979.23,1070.49,1226.46,1165.63,1016.87,890.87,965.19,1070.02,898.31,923.5,949.6
DRUG,290.6,1102.55,1010.89,1117.15,1272.79,905.86,1157.09,962.38,887.82,1174.4,1121.65,963.3,944.87,1597.46,838.91,1034.85,903.61,1085.41,993.77,941.26,942.49,1091.71,1032.54,1044.96,1231.82,832.73,945.15,1124.08,1242.78,2014.23,812.37,961.1,889.0,1071.32,1171.5,1168.69,1072.88,997.46,914.37,1137.66,1124.04,919.78,923.88,1043.56,1405.02,841.63,978.35,904.76,1013.57,1183.85,1036.23,919.3,1004.49,1101.24,920.88,1221.52,1015.26,1025.89,1131.19,827.53,1005.73,951.3,832.58,918.16,970.62,1591.8,1149.48,810.51,718.83,1024.78,1050.74,1329.09,957.08,988.24,1039.38,1653.08,879.19,816.74,801.39,942.93,1054.93,1151.26,906.09,1271.61,1210.15,1303.36,973.71,952.39,960.32,898.43,977.69,1046.02,1209.89,1138.15,1051.33,887.92,986.84,1035.27,885.14,952.12,1018.7
DRUG,290.7,1088.02,1044.26,1117.55,1256.34,956.9,1149.08,970.34,882.72,1104.31,1098.99,966.65,881.59,1691.68,1123.75,1049.98,893.71,1061.56,977.86,958.01,962.29,1095.33,1037.57,1082.76,1179.47,837.02,971.05,1044.59,1217.7,2084.53,845.49,964.03,887.61,1120.16,1161.81,1144.31,1072.43,968.63,890.97,1163.16,1137.71,919.89,958.09,1069.48,1350.65,816.03,985.9,908.01,1023.14,1139.32,1008.47,932.61,1027.43,1105.05,926.19,1220.58,1025.41,1000.89,1140.33,845.34,1017.05,935.75,841.41,917.57,969.6,1567.35,1191.13,830.93,676.29,970.27,1049.69,1342.36,989.25,1016.05,1003.51,1574.43,893.78,812.25,824.63,974.65,1076.59,1073.95,931.61,1273.2,1215.58,1260.86,1001.87,922.52,899.48,910.37,971.24,1052.18,1172.38,1130.61,1071.31,890.11,954.1,1050.76,904.04,944.94,1011.39
DRUG,290.8,1101.32,1038.15,1109.24,1245.41,920.32,1119.4,979.2,874.87,1125.73,1103.91,982.65,909.99,1634.06,1220.68,978.76,927.67,1091.05,991.0,985.45,952.97,1089.72,1035.36,1420.39,1220.82,796.89,950.22,1061.05,1212.78,2006.95,802.38,933.57,876.11,1100.06,1153.96,1140.7,1035.5,1007.2,906.51,1123.38,1081.47,918.82,917.48,1008.25,1353.16,807.58,956.28,889.22,1038.75,1158.83,983.75,910.52,1029.08,1122.17,892.72,1189.93,998.56,1045.1,1095.57,861.09,968.25,961.46,840.2,886.16,949.4,1518.51,1224.42,805.98,683.36,1014.88,1043.53,1330.26,947.85,1007.6,1017.16,1565.48,917.92,827.81,845.17,961.23,1032.43,1085.17,937.62,1219.03,1203.07,1265.74,979.49,922.15,960.64,932.15,990.31,1073.84,1183.31,1131.81,1065.64,910.83,947.48,1042.99,880.92,964.84,988.04
DRUG,290.9,1074.33,1034.49,1106.59,1263.72,929.26,1080.27,945.33,891.37,1081.92,1104.05,927.39,949.22,1580.64,1181.61,1003.03,894.12,1037.25,987.52,960.61,910.15,1073.69,990.25,1435.66,1240.93,844.36,937.49,1078.92,1264.63,1894.82,834.92,948.45,865.91,1073.44,1186.07,1155.84,1113.56,1007.87,917.12,1121.16,1094.25,908.14,926.53,1015.49,1296.64,834.35,983.04,910.72,1030.35,1224.02,1064.45,902.07,955.61,1140.16,910.22,1187.44,1053.83,1012.54,1144.06,832.78,971.54,915.84,799.34,903.99,945.69,1444.48,1119.48,826.75,686.82,970.91,1021.41,1287.23,972.64,990.45,962.43,1507.99,912.77,817.35,797.23,987.0,1043.04,1129.38,937.38,1224.2,1227.86,1222.88,910.44,926.32,948.68,889.98,990.66,1064.76,1151.62,1138.28,1034.32,883.78,958.5,1016.19,916.71,960.18,1016.39
DRUG,291.0,1081.67,1065.98,1157.46,1260.02,946.7,1072.34,926.28,894.67,1066.93,1105.03,954.28,915.81,1505.16,1136.97,1048.6,835.06,1087.4,981.05,932.56,939.6,1102.91,1046.79,1432.01,1209.59,800.62,942.08,1050.37,1238.87,1838.3,833.97,987.26,858.21,1133.48,1122.34,1066.7,1094.55,992.36,862.83,1104.72,1064.63,889.49,936.5,1012.66,1266.94,843.0,978.05,885.27,1044.97,1185.14,1042.2,922.03,1002.29,1101.94,905.55,1207.21,1368.17,1060.67,1167.9,848.56,964.24,906.73,806.07,882.96,915.15,1419.52,1195.83,828.62,699.68,996.77,1061.95,1283.29,966.07,1016.14,1002.77,1463.01,926.98,807.22,819.94,981.28,1019.05,1122.04,927.95,1218.18,1201.32,1222.3,961.93,918.53,927.81,893.95,949.7,1043.01,1113.21,1104.09,1048.76,882.01,970.84,1054.18,908.76,973.03,995.85
DRUG,291.1,1064.58,1038.43,1081.68,1286.43,931.39,1152.37,890.05,867.12,1048.42,1095.78,980.62,936.84,1486.72,1105.63,1023.99,901.84,1062.35,990.94,965.38,945.24,1114.92,1018.88,1364.12,1215.85,876.39,945.15,1044.4,1238.66,1728.27,833.71,990.93,886.67,1097.55,1146.11,1078.94,1114.57,1032.88,874.95,1102.42,1087.74,955.06,960.06,1026.76,1231.38,803.46,972.51,861.37,1004.7,1170.11,980.71,894.63,1033.21,1144.47,932.65,1160.62,1474.89,1010.61,1145.93,828.44,974.81,895.92,856.25,872.44,959.05,1349.72,1162.84,792.14,675.84,1006.77,1059.12,1259.48,960.19,1000.05,973.66,1497.63,882.1,834.1,816.97,958.83,1060.63,1159.93,957.84,1231.97,1228.08,1201.38,975.03,920.22,923.69,887.72,954.6,1116.77,1082.27,1082.61,1080.25,920.19,934.5,1091.06,949.83,998.05,1017.18
DRUG,291.2,1059.16,1029.89,1122.13,1262.99,968.59,1119.36,901.85,876.28,1044.97,1135.75,938.56,932.14,1425.22,1100.53,1018.77,846.17,1072.94,1400.47,949.37,943.42,1088.26,1025.71,1379.89,1167.2,802.77,963.94,1063.89,1190.34,1668.27,845.88,950.72,850.68,1142.12,1087.0,1080.34,1098.19,982.44,895.99,1129.96,1064.73,928.63,1216.05,1054.8,1226.83,1109.2,958.69,857.24,1003.38,1131.81,995.46,886.62,1014.75,1089.98,946.43,1197.98,1436.29,1034.09,1134.78,840.93,1007.21,914.19,801.15,872.39,948.21,1323.06,1183.48,799.33,673.11,1013.61,1006.12,1219.36,977.11,1006.51,949.85,1452.87,914.2,837.81,826.17,927.86,1008.43,1148.54,914.24,1233.83,1238.95,1187.56,988.53,913.99,940.2,901.48,944.99,1111.97,1086.98,1100.35,1050.87,890.18,954.53,1101.75,913.31,938.18,998.91
DRUG,291.3,1017.39,1006.14,1507.01,1256.37,923.15,1145.61,882.49,892.88,1006.36,1082.88,962.58,892.33,1357.37,1048.87,1014.45,883.38,1049.56,1498.88,930.21,924.95,1143.02,1044.5,1318.73,1207.26,802.07,941.1,1064.97,1268.04,1592.03,822.61,956.87,884.35,1107.73,1133.19,1092.36,1089.71,971.33,902.16,1096.27,1102.68,905.71,1235.99,1069.61,1221.27,1181.31,943.66,864.21,995.2,1178.18,989.17,912.41,992.82,1119.87,898.04,1188.66,1442.18,1034.34,1128.42,824.35,1013.1,896.29,799.33,900.07,963.09,1307.02,1712.69,832.54,699.31,968.03,1032.23,1148.88,981.01,1029.64,989.19,1448.35,921.85,826.45,795.29,959.14,1043.67,1125.25,923.53,1178.02,1197.57,1151.71,960.87,950.09,905.56,915.82,990.28,1081.15,1083.99,1104.14,1040.68,893.98,957.62,1057.56,893.53,958.36,968.78
DRUG,291.4,1046.04,1030.27,1605.17,1223.01,918.47,1100.28,860.29,902.01,1039.92,1062.82,983.45,896.36,1356.1,1044.28,1014.68,878.08,1072.39,1471.15,927.63,944.78,1151.62,1046.71,1275.21,1209.61,839.64,977.97,1005.6,1273.21,1526.19,841.97,955.72,896.83,1093.5,1131.65,1110.0,1058.37,1018.46,887.89,1117.0,1093.41,933.31,1203.86,1042.92,1171.12,1180.38,983.98,862.18,1004.53,1140.41,974.21,902.33,1029.84,1063.89,898.24,1230.94,1349.88,1051.23,1116.53,823.99,985.93,884.22,817.01,911.95,978.84,1223.56,1781.24,793.79,666.31,976.01,1066.08,1156.82,996.9,1007.14,939.47,1388.03,889.41,808.1,797.96,932.97,1032.06,1158.17,933.0,1251.98,1235.95,1152.4,988.36,946.49,901.31,925.15,960.74,1071.21,1074.39,1071.78,1045.84,901.26,954.12,1071.14,888.53,965.16,972.78
DRUG,291.5,1051.09,1049.82,1615.47,1263.27,920.24,1080.58,865.67,919.6,1028.21,1086.98,953.56,902.8,1287.39,1005.28,1030.85,896.8,1092.55,1401.13,929.0,923.44,1133.45,1035.72,1241.02,1227.97,843.76,925.26,1078.93,1236.09,1491.28,847.0,933.92,865.36,1104.49,1092.72,1076.11,1088.04,994.82,884.53,1157.61,1114.13,896.56,1193.67,1061.44,1197.28,1137.61,917.88,892.02,1031.84,1135.1,964.65,905.97,1018.52,1131.27,921.17,1195.12,1348.73,1044.37,1103.75,826.1,989.27,908.58,830.13,898.09,966.37,1243.09,1783.86,794.0,660.47,961.59,1028.83,1137.31,968.21,1012.71,977.09,1378.58,914.32,808.9,842.05,973.19,1048.48,1123.6,925.93,1218.84,1198.89,1141.96,984.13,935.25,943.42,924.09,939.63,1078.52,1063.05,1128.61,1098.12,888.35,970.19,1041.55,913.03,962.95,1029.87
DRUG,291.6,1017.18,1049.11,1534.71,1245.42,941.72,1120.95,872.65,904.58,1020.51,1139.51,970.39,889.88,1230.68,992.68,1022.4,894.68,1067.8,1389.78,945.04,940.61,1101.56,1049.75,1221.89,1210.86,828.86,941.4,1062.13,1242.8,1421.77,824.28,962.15,895.74,1104.75,1092.9,1073.92,1098.17,1017.57,888.56,1141.19,1082.92,903.76,1187.34,1048.96,1133.16,1092.22,980.56,1148.28,995.26,1162.36,1011.57,918.06,1000.47,1092.26,895.8,1170.42,1644.89,1041.76,1111.85,811.03,988.34,862.0,824.7,933.04,963.66,1221.21,1723.54,820.59,688.73,1398.57,1037.28,1103.96,951.82,1005.68,969.55,1312.98,913.91,868.29,806.0,996.32,1033.05,1079.76,904.81,1237.41,1208.51,1179.83,998.2,943.1,915.7,920.65,955.14,1057.42,1060.78,1112.73,1049.62,905.01,924.67,1070.56,890.54,964.77,993.77
DRUG,291.7,1010.59,1049.86,1507.71,1285.02,951.8,1118.83,860.45,926.42,1016.59,1094.56,961.98,917.81,1235.01,950.12,996.13,919.55,1119.25,1291.1,945.58,948.08,1125.91,1012.8,1219.27,1185.01,816.68,882.8,1031.02,1213.81,1397.81,835.38,992.9,900.43,1077.99,1118.7,1039.22,1023.66,1003.59,871.95,1125.99,1112.6,937.05,1201.23,1026.15,1147.71,1076.11,951.06,1243.15,1009.51,1145.61,1015.1,908.22,1016.41,1085.35,925.93,1155.11,1708.52,995.39,1140.38,859.45,1004.78,885.68,833.51,894.65,952.72,1212.44,1653.52,815.57,692.59,1493.03,1017.4,1076.55,1013.07,1014.74,924.23,1401.89,921.17,810.55,796.91,992.52,1024.38,1129.38,933.95,1230.51,1196.82,1174.72,947.33,957.12,947.98,914.88,986.79,1093.39,1063.07,1083.16,1075.21,859.88,922.86,1006.73,915.36,969.29,1018.4
DRUG,291.8,1030.62,1033.23,1458.03,1206.78,943.75,1131.45,845.36,905.95,974.69,1076.7,968.15,912.87,1192.54,942.61,994.96,868.68,1075.06,1295.52,978.06,930.86,1134.01,1031.18,1194.22,1211.37,837.16,908.18,1051.47,1241.6,1384.07,840.28,992.01,882.56,1066.63,1128.63,1061.04,1078.51,992.92,846.18,1130.37,1129.15,925.68,1140.97,1018.82,1104.82,1012.86,970.16,1188.63,1014.82,1186.99,1022.01,889.8,1020.59,1493.59,1131.91,1182.75,1695.4,1005.12,1114.8,837.99,984.55,883.18,795.82,879.89,979.42,1187.26,1569.51,837.16,673.69,1459.76,1034.28,1058.05,924.53,1005.32,959.44,1319.06,925.62,831.64,817.3,969.58,1059.87,1161.22,938.83,1196.97,1192.91,1123.25,987.38,941.45,872.8,915.34,966.15,1077.05,1045.03,1146.19,1062.38,886.33,956.94,1053.29,906.94,953.25,1016.56
DRUG,291.9,1041.09,1048.39,1452.65,1270.93,930.52,1096.07,1050.51,887.49,975.32,1068.44,965.0,932.63,1228.73,942.67,1026.69,836.34,1084.51,1262.5,914.48,963.1,1088.23,1029.25,1213.88,1244.95,861.94,949.86,1061.04,1246.33,1307.4,834.29,990.16,876.2,1074.9,1063.66,1055.69,1057.22,1004.91,870.96,1109.38,1112.41,901.51,1085.32,1031.26,1084.87,1029.06,976.49,1188.59,1003.72,1171.2,1014.46,923.72,1004.9,1593.83,1185.5,1215.87,1609.39,1019.47,1116.86,820.05,1010.61,860.15,812.39,887.44,924.88,1158.86,1564.76,812.31,679.78,1382.18,1033.5,1078.23,982.21,994.15,998.08,1245.58,903.72,837.15,800.88,984.82,1040.5,1116.65,911.48,1195.89,1240.49,1111.77,969.74,943.46,934.94,898.02,955.62,1050.05,1006.66,1116.61,1063.44,908.16,926.09,1064.58,909.94,962.7,1012.64
DRUG,292.0,999.25,997.37,1400.18,1236.06,937.41,1117.57,1091.03,898.24,987.0,1096.95,965.78,916.3,1199.57,899.88,1011.95,887.16,1070.36,1221.55,928.0,961.82,1105.34,1013.2,1182.31,1219.02,827.85,942.73,1036.91,1236.98,1264.94,855.4,974.28,880.52,1047.87,1112.09,1054.03,1081.56,977.26,867.39,1108.58,1099.4,936.08,1102.42,1079.8,1132.21,969.61,948.54,1113.8,1018.41,1181.28,990.92,892.86,1032.93,1560.28,1173.2,1160.27,1559.8,1021.65,1147.53,1106.15,983.89,864.68,852.61,886.44,953.16,1127.56,1507.73,815.49,670.7,1394.61,1015.5,1021.86,939.35,1027.65,965.99,1334.92,900.9,816.02,823.17,974.33,1027.94,1113.26,914.17,1201.52,1229.99,1130.61,964.19,958.62,908.54,876.84,944.88,1031.37,1013.89,1100.39,1064.73,893.08,913.65,1053.89,902.35,923.58,1000.91
DRUG,292.1,1038.71,1031.46,1371.01,1299.16,929.54,1104.44,1100.5,904.95,978.97,1076.56,997.44,898.2,1133.81,930.32,1010.18,900.89,1089.93,1175.51,918.46,939.21,1092.07,988.89,1176.74,1682.42,837.13,957.5,1060.86,1267.52,1317.06,825.39,960.08,867.67,1080.4,1087.42,1038.44,1082.01,1299.41,872.64,1136.39,1077.98,887.22,1058.76,1019.56,1098.42,955.14,953.39,1103.57,955.45,1173.74,996.8,914.8,1044.31,1507.46,1126.25,1141.61,1466.19,1054.43,1123.97,1167.53,993.12,873.89,841.37,872.27,934.08,1132.05,1495.03,818.04,676.41,1365.38,1036.05,1020.67,972.92,1007.37,982.06,1292.22,894.18,825.11,819.3,972.16,1062.87,1123.85,914.34,1218.77,1168.76,1146.81,921.87,957.02,954.57,925.33,999.16,1035.32,1015.35,1086.61,1044.77,907.67,949.43,1427.07,929.65,914.31,1008.21
DRUG,292.2,1050.65,1086.7,1310.64,1200.01,958.32,1091.43,1063.51,884.73,994.71,1089.9,963.13,905.39,1138.2,918.3,997.71,885.72,1095.52,1163.64,910.81,988.33,1128.98,1040.69,1152.49,1749.03,860.28,943.64,1045.25,1222.71,1258.02,835.9,969.27,880.39,1124.67,1150.12,1020.27,1032.21,1349.21,877.35,1107.09,1092.31,901.12,1041.52,1058.83,1140.21,971.33,983.93,1073.26,966.27,1180.9,984.19,870.05,1005.59,1488.74,1113.45,1197.85,1434.33,1022.04,1130.87,1155.39,986.36,878.7,810.47,887.03,959.47,1113.54,1420.26,838.59,655.0,1310.57,1010.78,1027.7,988.97,1010.94,960.27,1282.44,941.44,839.3,805.38,985.39,1078.27,1101.5,930.03,1190.38,1231.16,1149.88,918.55,954.75,911.98,896.79,987.59,1058.16,1008.3,1044.34,1036.09,903.15,956.91,1493.56,881.5,922.16,1009.7
DRUG,292.3,1025.2,1052.61,1316.9,1213.37,946.83,1080.87,1013.95,875.18,959.13,1132.05,971.8,934.11,1097.42,892.3,1331.57,920.38,1048.5,1111.27,982.45,952.26,1103.13,1034.59,1165.6,1686.04,832.63,959.1,1065.63,1234.13,1251.36,825.69,931.58,874.76,1097.64,1072.12,1083.19,1088.37,1390.88,861.52,1110.83,1128.26,927.08,1020.0,1052.35,1109.97,911.63,949.39,1046.13,1039.72,1147.59,993.53,911.92,1011.17,1450.52,1095.21,1192.22,1405.32,1017.05,1135.33,1107.57,958.95,865.3,821.25,883.66,958.21,1103.17,1440.61,818.66,685.47,1256.84,1028.72,991.41,957.3,1060.23,972.08,1298.31,874.39,812.64,811.97,977.0,1039.83,1119.99,926.94,1181.66,1607.23,1121.91,950.6,944.55,943.16,909.99,974.33,1018.26,982.5,1117.44,1024.74,889.76,930.37,1488.85,901.65,939.79,1010.78
