Cell_ID,Filename,Group,Region,Marker_status,Nucleus_area_um2,AF488_intensity,AF647_intensity,DAPI_coverage_pct
818,DRUG_CC_03.czi,DRUG,Corpus callosum,Negative (DAPI only),33.6,2413.0,490.0,89.6
819,DRUG_CC_03.czi,DRUG,Corpus callosum,Negative (DAPI only),40.7,1705.0,573.0,94.1
820,DRUG_CC_03.czi,DRUG,Corpus callosum,Olig2+ Ki67+,42.3,3812.0,1622.0,94.1
821,DRUG_CC_03.czi,DRUG,Corpus callosum,Olig2+ Ki67+,41.3,2920.0,2493.0,96.3
822,DRUG_CC_03.czi,DRUG,Corpus callosum,Olig2+ only,40.3,2563.0,437.0,92.1
823,DRUG_CC_03.czi,DRUG,Corpus callosum,Negative (DAPI only),41.4,1433.0,836.0,88.6
824,DRUG_CC_03.czi,DRUG,Corpus callosum,Olig2+ only,33.8,2576.0,1086.0,73.4
825,DRUG_CC_03.czi,DRUG,Corpus callosum,Negative (DAPI only),37.2,2279.0,820.0,98.4
826,DRUG_CC_04.czi,DRUG,Corpus callosum,Ki67+ only,46.9,952.0,3297.0,98.3
827,DRUG_CC_04.czi,DRUG,Corpus callosum,Ki67+ only,36.3,1198.0,1554.0,89.2
828,DRUG_CC_04.czi,DRUG,Corpus callosum,Olig2+ only,41.1,2922.0,810.0,96.0
829,DRUG_CC_04.czi,DRUG,Corpus callosum,Olig2+ only,30.5,4170.0,921.0,76.1
830,DRUG_CC_04.czi,DRUG,Corpus callosum,Negative (DAPI only),46.1,430.0,506.0,92.4
831,DRUG_CC_04.czi,DRUG,Corpus callosum,Olig2+ only,47.7,5308.0,655.0,98.0
832,DRUG_CC_04.czi,DRUG,Corpus callosum,Negative (DAPI only),38.3,2429.0,1229.0,98.7
833,DRUG_CC_04.czi,DRUG,Corpus callosum,Olig2+ only,41.7,3280.0,1275.0,90.2
834,DRUG_CC_04.czi,DRUG,Corpus callosum,Olig2+ only,36.6,2775.0,1344.0,87.4
835,DRUG_CC_04.czi,DRUG,Corpus callosum,Negative (DAPI only),39.0,600.0,1038.0,98.0
836,DRUG_CC_04.czi,DRUG,Corpus callosum,Ki67+ only,40.3,1194.0,2307.0,96.8
837,DRUG_CC_04.czi,DRUG,Corpus callosum,Olig2+ only,39.3,3231.0,1290.0,91.8
838,DRUG_CC_04.czi,DRUG,Corpus callosum,Olig2+ only,31.8,8183.0,830.0,90.5
839,DRUG_CC_04.czi,DRUG,Corpus callosum,Olig2+ only,45.2,5980.0,1299.0,97.0
840,DRUG_CC_04.czi,DRUG,Corpus callosum,Olig2+ Ki67+,41.1,5028.0,1502.0,94.9
841,DRUG_CC_04.czi,DRUG,Corpus callosum,Olig2+ only,37.6,5125.0,702.0,97.4
842,DRUG_CC_04.czi,DRUG,Corpus callosum,Olig2+ only,27.4,2847.0,1230.0,77.3
843,DRUG_CC_04.czi,DRUG,Corpus callosum,Negative (DAPI only),37.0,1360.0,1382.0,65.7
844,DRUG_CC_04.czi,DRUG,Corpus callosum,Olig2+ Ki67+,43.8,3157.0,1854.0,88.9
845,DRUG_CC_04.czi,DRUG,Corpus callosum,Olig2+ only,52.1,3347.0,499.0,93.3
846,DRUG_CC_04.czi,DRUG,Corpus callosum,Negative (DAPI only),26.5,840.0,553.0,96.3
847,DRUG_CC_04.czi,DRUG,Corpus callosum,Negative (DAPI only),46.7,2074.0,1174.0,92.4
848,DRUG_CC_04.czi,DRUG,Corpus callosum,Negative (DAPI only),41.6,1393.0,566.0,92.9
849,DRUG_CC_04.czi,DRUG,Corpus callosum,Olig2+ Ki67+,32.4,2986.0,2259.0,87.9
850,DRUG_CC_04.czi,DRUG,Corpus callosum,Negative (DAPI only),39.0,1718.0,456.0,77.7
851,DRUG_CC_05.czi,DRUG,Corpus callosum,Negative (DAPI only),30.9,1300.0,256.0,92.5
852,DRUG_CC_05.czi,DRUG,Corpus callosum,Olig2+ only,36.9,2989.0,1011.0,86.6
853,DRUG_CC_05.czi,DRUG,Corpus callosum,Negative (DAPI only),43.4,2334.0,699.0,95.3
854,DRUG_CC_05.czi,DRUG,Corpus callosum,Olig2+ Ki67+,35.1,4845.0,1882.0,93.9
855,DRUG_CC_05.czi,DRUG,Corpus callosum,Ki67+ only,52.3,1938.0,1513.0,81.0
856,DRUG_CC_05.czi,DRUG,Corpus callosum,Negative (DAPI only),36.7,1875.0,476.0,88.6
857,DRUG_CC_05.czi,DRUG,Corpus callosum,Olig2+ only,43.8,2681.0,1412.0,97.3
858,DRUG_CC_05.czi,DRUG,Corpus callosum,Negative (DAPI only),18.9,1929.0,1368.0,55.5
859,DRUG_CC_05.czi,DRUG,Corpus callosum,Olig2+ only,29.6,4970.0,414.0,95.5
860,DRUG_CC_05.czi,DRUG,Corpus callosum,Ki67+ only,36.5,625.0,1701.0,92.1
861,DRUG_CC_05.czi,DRUG,Corpus callosum,Negative (DAPI only),38.2,1665.0,1050.0,77.7
862,DRUG_CC_05.czi,DRUG,Corpus callosum,Olig2+ only,38.2,7364.0,1071.0,94.8
863,DRUG_CC_05.czi,DRUG,Corpus callosum,Negative (DAPI only),41.5,2479.0,1423.0,87.5
864,DRUG_CC_05.czi,DRUG,Corpus callosum,Negative (DAPI only),43.0,1757.0,1147.0,97.1
865,DRUG_CC_05.czi,DRUG,Corpus callosum,Olig2+ Ki67+,36.1,2774.0,2186.0,87.3
866,DRUG_CC_05.czi,DRUG,Corpus callosum,Olig2+ Ki67+,34.1,5928.0,1613.0,92.1
867,DRUG_CC_05.czi,DRUG,Corpus callosum,Negative (DAPI only),41.2,605.0,1026.0,95.7
868,DRUG_CC_05.czi,DRUG,Corpus callosum,Olig2+ only,24.3,2537.0,1067.0,92.2
869,DRUG_CC_05.czi,DRUG,Corpus callosum,Negative (DAPI only),39.3,2054.0,878.0,90.0
870,DRUG_CC_05.czi,DRUG,Corpus callosum,Olig2+ Ki67+,33.1,2858.0,1936.0,93.6
871,DRUG_CC_05.czi,DRUG,Corpus callosum,Negative (DAPI only),37.3,2114.0,690.0,95.8
872,DRUG_CC_05.czi,DRUG,Corpus callosum,Negative (DAPI only),34.5,2499.0,1093.0,96.5
873,DRUG_CC_05.czi,DRUG,Corpus callosum,Negative (DAPI only),38.5,1954.0,1219.0,75.3
874,DRUG_CC_05.czi,DRUG,Corpus callosum,Ki67+ only,29.7,1789.0,2873.0,89.2
875,DRUG_CC_05.czi,DRUG,Corpus callosum,Negative (DAPI only),40.6,2209.0,1263.0,52.1
876,DRUG_CC_06.czi,DRUG,Corpus callosum,Olig2+ Ki67+,39.8,3149.0,1568.0,93.9
877,DRUG_CC_06.czi,DRUG,Corpus callosum,Negative (DAPI only),31.1,2233.0,1355.0,91.7
878,DRUG_CC_06.czi,DRUG,Corpus callosum,Negative (DAPI only),41.6,1124.0,1129.0,93.5
879,DRUG_CC_06.czi,DRUG,Corpus callosum,Olig2+ Ki67+,42.2,14446.0,1791.0,90.9
880,DRUG_CC_06.czi,DRUG,Corpus callosum,Ki67+ only,35.5,633.0,1665.0,94.8
881,DRUG_CC_06.czi,DRUG,Corpus callosum,Negative (DAPI only),38.8,1488.0,1256.0,96.7
882,DRUG_CC_06.czi,DRUG,Corpus callosum,Negative (DAPI only),36.1,1406.0,975.0,95.6
883,DRUG_CC_06.czi,DRUG,Corpus callosum,Negative (DAPI only),45.5,1612.0,852.0,84.4
884,DRUG_CC_06.czi,DRUG,Corpus callosum,Ki67+ only,32.7,749.0,1722.0,93.5
885,DRUG_CC_06.czi,DRUG,Corpus callosum,Olig2+ only,27.5,4087.0,1102.0,91.8
886,DRUG_CC_06.czi,DRUG,Corpus callosum,Negative (DAPI only),41.1,1457.0,1025.0,82.6
887,DRUG_CC_06.czi,DRUG,Corpus callosum,Ki67+ only,44.3,1461.0,1856.0,90.4
888,DRUG_CC_06.czi,DRUG,Corpus callosum,Olig2+ only,45.2,2548.0,489.0,87.8
889,DRUG_CC_06.czi,DRUG,Corpus callosum,Ki67+ only,38.9,2007.0,1502.0,96.2
890,DRUG_CC_06.czi,DRUG,Corpus callosum,Negative (DAPI only),39.1,1120.0,927.0,90.5
891,DRUG_CC_06.czi,DRUG,Corpus callosum,Olig2+ Ki67+,41.5,5167.0,2023.0,86.2
892,DRUG_CC_06.czi,DRUG,Corpus callosum,Ki67+ only,33.2,1311.0,3503.0,97.8
893,DRUG_CC_06.czi,DRUG,Corpus callosum,Ki67+ only,35.0,1054.0,2099.0,90.8
894,DRUG_CC_06.czi,DRUG,Corpus callosum,Olig2+ only,40.6,4702.0,1171.0,95.2
895,DRUG_CC_06.czi,DRUG,Corpus callosum,Olig2+ only,40.9,3241.0,1178.0,92.1
896,DRUG_CC_06.czi,DRUG,Corpus callosum,Olig2+ Ki67+,46.5,4354.0,1656.0,84.7
897,DRUG_CC_06.czi,DRUG,Corpus callosum,Olig2+ only,31.6,2891.0,1175.0,87.3
898,DRUG_CC_06.czi,DRUG,Corpus callosum,Negative (DAPI only),36.6,1200.0,1498.0,92.8
899,DRUG_CC_06.czi,DRUG,Corpus callosum,Olig2+ Ki67+,39.7,3970.0,2456.0,91.6
900,DRUG_CC_06.czi,DRUG,Corpus callosum,Olig2+ only,45.4,6435.0,586.0,95.4
901,DRUG_CC_07.czi,DRUG,Corpus callosum,Negative (DAPI only),41.0,1046.0,717.0,73.1
902,DRUG_CC_07.czi,DRUG,Corpus callosum,Negative (DAPI only),37.7,1677.0,906.0,96.6
903,DRUG_CC_07.czi,DRUG,Corpus callosum,Olig2+ only,37.6,4071.0,1145.0,93.0
904,DRUG_CC_07.czi,DRUG,Corpus callosum,Olig2+ only,33.0,3476.0,277.0,86.2
905,DRUG_CC_07.czi,DRUG,Corpus callosum,Negative (DAPI only),42.8,847.0,1490.0,76.3
906,DRUG_CC_07.czi,DRUG,Corpus callosum,Olig2+ only,39.0,2508.0,1307.0,96.7
907,DRUG_CC_07.czi,DRUG,Corpus callosum,Olig2+ Ki67+,42.2,3093.0,1562.0,97.8
908,DRUG_CC_07.czi,DRUG,Corpus callosum,Olig2+ only,32.8,3767.0,982.0,96.2
909,DRUG_CC_07.czi,DRUG,Corpus callosum,Olig2+ Ki67+,36.0,2968.0,1877.0,89.4
910,DRUG_CC_07.czi,DRUG,Corpus callosum,Olig2+ only,36.1,7855.0,1282.0,97.6
911,DRUG_CC_07.czi,DRUG,Corpus callosum,Negative (DAPI only),34.2,1334.0,1240.0,93.8
912,DRUG_CC_07.czi,DRUG,Corpus callosum,Olig2+ only,34.3,2598.0,1037.0,71.4
913,DRUG_CC_07.czi,DRUG,Corpus callosum,Olig2+ only,41.3,2777.0,1446.0,96.8
914,DRUG_CC_07.czi,DRUG,Corpus callosum,Olig2+ Ki67+,31.1,5125.0,1727.0,80.1
915,DRUG_CC_07.czi,DRUG,Corpus callosum,Negative (DAPI only),38.9,2106.0,1007.0,81.1
916,DRUG_CC_07.czi,DRUG,Corpus callosum,Olig2+ only,33.4,2661.0,997.0,94.7
917,DRUG_CC_07.czi,DRUG,Corpus callosum,Olig2+ only,28.9,6603.0,295.0,93.0
918,DRUG_CC_07.czi,DRUG,Corpus callosum,Negative (DAPI only),40.7,1964.0,804.0,97.3
919,DRUG_CC_07.czi,DRUG,Corpus callosum,Negative (DAPI only),49.4,1582.0,683.0,79.7
920,DRUG_CC_07.czi,DRUG,Corpus callosum,Olig2+ only,37.3,4292.0,730.0,97.1
921,DRUG_CC_07.czi,DRUG,Corpus callosum,Ki67+ only,50.4,1718.0,3280.0,97.2
922,DRUG_CC_07.czi,DRUG,Corpus callosum,Olig2+ Ki67+,39.8,4951.0,2162.0,96.9
923,DRUG_CC_07.czi,DRUG,Corpus callosum,Olig2+ only,33.5,2598.0,810.0,93.4
924,DRUG_CC_07.czi,DRUG,Corpus callosum,Ki67+ only,43.1,1846.0,2275.0,79.6
925,DRUG_CC_07.czi,DRUG,Corpus callosum,Negative (DAPI only),37.6,2240.0,1443.0,84.0
926,DRUG_CC_08.czi,DRUG,Corpus callosum,Olig2+ Ki67+,29.0,3274.0,1722.0,97.5
927,DRUG_CC_08.czi,DRUG,Corpus callosum,Olig2+ only,37.5,3873.0,914.0,96.9
928,DRUG_CC_08.czi,DRUG,Corpus callosum,Olig2+ Ki67+,42.4,4308.0,2132.0,89.4
929,DRUG_CC_08.czi,DRUG,Corpus callosum,Ki67+ only,36.9,1522.0,1681.0,94.8
930,DRUG_CC_08.czi,DRUG,Corpus callosum,Olig2+ only,42.0,2843.0,1346.0,86.2
931,DRUG_CC_08.czi,DRUG,Corpus callosum,Olig2+ Ki67+,39.3,3810.0,1589.0,96.7
932,DRUG_CC_08.czi,DRUG,Corpus callosum,Negative (DAPI only),46.7,1994.0,837.0,90.6
933,DRUG_CC_08.czi,DRUG,Corpus callosum,Negative (DAPI only),41.5,808.0,949.0,90.9
934,DRUG_CC_08.czi,DRUG,Corpus callosum,Olig2+ only,42.5,4138.0,1196.0,91.2
935,DRUG_CC_08.czi,DRUG,Corpus callosum,Negative (DAPI only),34.9,1888.0,1248.0,88.3
936,DRUG_CC_08.czi,DRUG,Corpus callosum,Negative (DAPI only),40.1,1710.0,835.0,90.5
937,DRUG_CC_08.czi,DRUG,Corpus callosum,Negative (DAPI only),27.7,2264.0,590.0,77.8
938,DRUG_CC_08.czi,DRUG,Corpus callosum,Negative (DAPI only),34.4,2158.0,463.0,81.0
939,DRUG_CC_08.czi,DRUG,Corpus callosum,Olig2+ Ki67+,25.8,5373.0,1545.0,98.3
940,DRUG_CC_08.czi,DRUG,Corpus callosum,Olig2+ only,31.4,3061.0,595.0,93.1
941,DRUG_CC_08.czi,DRUG,Corpus callosum,Negative (DAPI only),33.6,1855.0,907.0,96.0
942,DRUG_CC_08.czi,DRUG,Corpus callosum,Olig2+ only,48.7,4401.0,874.0,97.6
943,DRUG_CC_08.czi,DRUG,Corpus callosum,Olig2+ only,33.6,4503.0,819.0,94.5
944,DRUG_CC_08.czi,DRUG,Corpus callosum,Negative (DAPI only),40.9,1987.0,834.0,93.2
945,DRUG_CC_08.czi,DRUG,Corpus callosum,Olig2+ Ki67+,25.8,4558.0,2293.0,98.5
946,DRUG_CC_08.czi,DRUG,Corpus callosum,Negative (DAPI only),31.1,937.0,720.0,94.1
947,DRUG_CC_08.czi,DRUG,Corpus callosum,Negative (DAPI only),31.8,1776.0,905.0,95.3
948,DRUG_CC_08.czi,DRUG,Corpus callosum,Olig2+ only,41.1,5449.0,796.0,92.7
949,DRUG_CC_08.czi,DRUG,Corpus callosum,Negative (DAPI only),39.3,1987.0,1139.0,89.3
950,DRUG_CC_08.czi,DRUG,Corpus callosum,Negative (DAPI only),44.7,1872.0,595.0,68.5
951,DRUG_CC_09.czi,DRUG,Corpus callosum,Ki67+ only,35.7,1998.0,2058.0,96.8
952,DRUG_CC_09.czi,DRUG,Corpus callosum,Olig2+ Ki67+,28.5,5186.0,2231.0,93.6
953,DRUG_CC_09.czi,DRUG,Corpus callosum,Olig2+ Ki67+,27.0,3628.0,1514.0,72.0
954,DRUG_CC_09.czi,DRUG,Corpus callosum,Negative (DAPI only),30.3,2228.0,819.0,85.6
955,DRUG_CC_09.czi,DRUG,Corpus callosum,Negative (DAPI only),41.1,1483.0,1172.0,94.9
956,DRUG_CC_09.czi,DRUG,Corpus callosum,Negative (DAPI only),31.0,1920.0,639.0,52.8
957,DRUG_CC_09.czi,DRUG,Corpus callosum,Olig2+ Ki67+,31.4,3069.0,1903.0,93.6
958,DRUG_CC_09.czi,DRUG,Corpus callosum,Ki67+ only,46.5,1991.0,1647.0,83.3
959,DRUG_CC_09.czi,DRUG,Corpus callosum,Negative (DAPI only),46.5,1545.0,648.0,85.2
960,DRUG_CC_09.czi,DRUG,Corpus callosum,Olig2+ Ki67+,28.1,4897.0,1973.0,93.5
961,DRUG_CC_09.czi,DRUG,Corpus callosum,Olig2+ only,44.9,3800.0,1038.0,60.3
962,DRUG_CC_09.czi,DRUG,Corpus callosum,Olig2+ Ki67+,34.2,3850.0,2586.0,97.8
963,DRUG_CC_09.czi,DRUG,Corpus callosum,Negative (DAPI only),36.0,1332.0,896.0,96.2
964,DRUG_CC_09.czi,DRUG,Corpus callosum,Ki67+ only,36.9,1737.0,1532.0,88.4
965,DRUG_CC_09.czi,DRUG,Corpus callosum,Negative (DAPI only),35.3,1078.0,994.0,92.9
966,DRUG_CC_09.czi,DRUG,Corpus callosum,Ki67+ only,35.2,1660.0,3473.0,94.8
967,DRUG_CC_09.czi,DRUG,Corpus callosum,Negative (DAPI only),30.6,1637.0,1016.0,96.0
968,DRUG_CC_09.czi,DRUG,Corpus callosum,Negative (DAPI only),28.9,1862.0,741.0,90.8
969,DRUG_CC_09.czi,DRUG,Corpus callosum,Olig2+ only,38.8,2568.0,1070.0,88.7
970,DRUG_CC_09.czi,DRUG,Corpus callosum,Ki67+ only,37.4,1454.0,4767.0,79.0
971,DRUG_CC_09.czi,DRUG,Corpus callosum,Olig2+ only,34.9,4070.0,718.0,84.3
972,DRUG_CC_09.czi,DRUG,Corpus callosum,Olig2+ only,43.8,4211.0,566.0,85.8
973,DRUG_CC_09.czi,DRUG,Corpus callosum,Negative (DAPI only),49.4,1829.0,1002.0,90.5
974,DRUG_CC_09.czi,DRUG,Corpus callosum,Olig2+ only,40.1,2517.0,424.0,72.9
975,DRUG_CC_09.czi,DRUG,Corpus callosum,Ki67+ only,40.9,2275.0,2159.0,88.1
976,DRUG_CC_10.czi,DRUG,Corpus callosum,Olig2+ Ki67+,34.0,8148.0,2460.0,85.8
977,DRUG_CC_10.czi,DRUG,Corpus callosum,Olig2+ Ki67+,33.3,7303.0,2436.0,98.8
978,DRUG_CC_10.czi,DRUG,Corpus callosum,Ki67+ only,35.6,2432.0,2017.0,90.9
979,DRUG_CC_10.czi,DRUG,Corpus callosum,Olig2+ only,35.8,3606.0,651.0,87.5
980,DRUG_CC_10.czi,DRUG,Corpus callosum,Ki67+ only,39.9,1693.0,3045.0,78.0
981,DRUG_CC_10.czi,DRUG,Corpus callosum,Negative (DAPI only),36.4,1425.0,1437.0,85.4
982,DRUG_CC_10.czi,DRUG,Corpus callosum,Olig2+ only,44.7,5480.0,1285.0,90.4
983,DRUG_CC_10.czi,DRUG,Corpus callosum,Olig2+ Ki67+,52.1,4052.0,2813.0,91.2
984,DRUG_CC_10.czi,DRUG,Corpus callosum,Negative (DAPI only),36.2,510.0,917.0,94.6
985,DRUG_CC_10.czi,DRUG,Corpus callosum,Negative (DAPI only),47.9,1568.0,1138.0,90.2
986,DRUG_CC_10.czi,DRUG,Corpus callosum,Olig2+ only,46.3,2602.0,671.0,95.7
987,DRUG_CC_10.czi,DRUG,Corpus callosum,Negative (DAPI only),43.0,1452.0,1233.0,97.5
988,DRUG_CC_10.czi,DRUG,Corpus callosum,Olig2+ only,43.1,3093.0,791.0,85.7
989,DRUG_CC_10.czi,DRUG,Corpus callosum,Negative (DAPI only),32.7,2348.0,643.0,96.0
990,DRUG_CC_10.czi,DRUG,Corpus callosum,Olig2+ only,29.2,3708.0,753.0,94.8
991,DRUG_CC_10.czi,DRUG,Corpus callosum,Olig2+ Ki67+,41.7,2853.0,1734.0,96.4
992,DRUG_CC_10.czi,DRUG,Corpus callosum,Olig2+ only,32.3,3807.0,1160.0,94.9
993,DRUG_CC_10.czi,DRUG,Corpus callosum,Olig2+ Ki67+,41.5,9403.0,2463.0,97.8
994,DRUG_CC_10.czi,DRUG,Corpus callosum,Olig2+ only,34.7,3269.0,722.0,86.5
995,DRUG_CC_10.czi,DRUG,Corpus callosum,Negative (DAPI only),32.2,2441.0,1131.0,75.6
996,DRUG_CC_10.czi,DRUG,Corpus callosum,Olig2+ only,31.3,2544.0,1159.0,93.2
997,DRUG_CC_10.czi,DRUG,Corpus callosum,Olig2+ only,46.3,2603.0,547.0,94.0
998,DRUG_CC_10.czi,DRUG,Corpus callosum,Negative (DAPI only),47.3,1446.0,1060.0,85.8
999,DRUG_CC_10.czi,DRUG,Corpus callosum,Olig2+ Ki67+,53.7,3000.0,3029.0,97.8
1000,DRUG_CC_10.czi,DRUG,Corpus callosum,Negative (DAPI only),30.6,1352.0,598.0,94.1
